"COD UNIDADE ORGANIZACIONAL";"DESCRICAO UNIDADE ORGANIZACIONAL";"VP";"DIRETORIA";"AREA ATENDIMENTO"
"2431";"DML - 65 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2742";"ROS - 437 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2931";"TMO - 104 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2049";"GER MT";"VP COMERCIAL";"VENDAS";""
"1657";"SUP RJ 2";"VP COMERCIAL";"VENDAS";""
"3192";"EQUIPE SAC VAREJO";"VP VAREJO";"MARKETING VAREJO";""
"2478";"DML - 59 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2258";"DML - 603 - SUBGERENTE";"VP VAREJO";"OPERACOES VAREJO";""
"3739";"TMO - 221 - GER FARMACEUTICO/LOJA";"VP VAREJO ";"OPERACOES LOJAS";""
"3000";"TMO - 113 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1911";"DIRETORIA MARKETING";"VP COMERCIAL";"DISTRIBUICAO";""
"52";"EQUIPE FINANCEIRO PFS";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2554";"ROS - 327 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3146";"DML - 625 - SUBGERENTE";"VP VAREJO";"OPERACOES VAREJO";""
"1957";"EQUIPES ES";"VP COMERCIAL";"VENDAS";""
"1389";"DIRETORIA MARKETING";"PRESIDENCIA";"MARKETING";""
"1439";"EQUIPE DESENVOLVIMENTO ORGANIZACIONAL";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"3416";"ROS - EQUIPE NOVAS LOJAS";"VP VAREJO";"OPERACOES LOJAS";""
"3381";"DML - 622 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"340";"COORD SERVICOS A CLIENTES";"VP COMERCIAL";"MARKETING";""
"1943";"EQUIPES RS 2";"VP COMERCIAL";"VENDAS";""
"2548";"ROS - 314 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES VAREJO";""
"3170";"DML - 628 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"1853";"RN EQUIPE M&A";"PRESIDENCIA";"LOGISTICA";""
"1631";"GER PR/SC";"VP COMERCIAL";"VENDAS";""
"1597";"SPC EQUIPE CRDK/FOB - T2";"PRESIDENCIA";"LOGISTICA";""
"3761";"EQUIPE REGULATÓRIO PFS";"VP VAREJO";"OPERACOES VAREJO";""
"3368";"ROS - 465 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"1848";"RN EQUIPE BLOQ";"PRESIDENCIA";"LOGISTICA";""
"2346";"DML - 6 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1767";"PR EQUIPE MANUTENCAO PREDIAL";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2800";"ROS - 345 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1914";"ES EQUIPE DEVOLUCAO";"PRESIDENCIA";"LOGISTICA";""
"2284";"DML - 85 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3235";"ESPECIALISTA INTELIGENCIA DE MERCADO";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"226";"EQUIPE SUPPLY CHAIN GESTAO PEDIDOS";"PRESIDENCIA";"SUPPLY CHAIN";""
"3405";"ROS - 368 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3529";"SPC BOMBEIRO CIVIL";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3178";"ROS - 378 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3176";"ROS - 337 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"1523";"RJ ENCARREGADO PICKING BAIXO - T1";"PRESIDENCIA";"LOGISTICA";""
"3044";"TMO - 155 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"208";"GER INTELIGENCIA MERCADO VAREJO";"PRESIDENCIA";"SUPPLY CHAIN VAREJO";""
"3355";"DML - 613 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"999999999";"Filial São Paulo";"NAO INFORMADO";"NAO INFORMADO";""
"2485";"DML - 622 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2781";"ROS - 344 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2515";"DML - 605 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"181";"GER OBRAS PROJETOS";"VP VAREJO";"OPERACOES VAREJO";""
"3442";"EQUIPE MEX 2";"VP VAREJO";"MARKETING VAREJO";""
"3373";"ROS - 410 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES VAREJO";""
"1825";"PE EQUIPE GPP";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"34";"COORD ADMINISTRACAO DE PESSOAL - BENEFICIOS";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"262";"SUP RJ/MG - SANFONI";"VP COMERCIAL";"VENDAS";""
"3782";"ROS - 477 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3148";"DML - 626 - SUBGERENTE";"VP VAREJO";"OPERACOES VAREJO";""
"2309";"DML - 7 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"3409";"ROS - 412 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3112";"DML - 51 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3139";"DML - 5 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2662";"ROS - 462 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3338";"ROS - 464 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3769";"DIRETORIA COMERCIAL HOSPITALAR SPECIALTY";"VP SPECIALTY";"COMERCIAL HOSPITALAR";""
"70";"EQUIPE ADMINISTRACAO DE PESSOAL - BENEFICIOS";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"3515";"DF EQUIPE ESTOQUE/ ARMAZENAGEM T3";"PRESIDENCIA";"LOGISTICA";""
"1659";"SUP CONTAS RJ/ES";"VP COMERCIAL";"VENDAS";""
"2690";"ROS - 310 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES VAREJO";""
"2214";"SUP PE 4";"VP COMERCIAL";"VENDAS";""
"2740";"ROS - 408 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1584";"SPC EQUIPE DEVOLUCAO";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3562";"DML - 635 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3443";"GER OPERACAO MT";"VP VAREJO";"OPERACOES VAREJO";""
"2816";"TMO - 123 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2295";"DML - 39 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3144";"DML - 18 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1471";"ES EQUIPE BLOQ";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3792";"EQUIPE REDES RJ 2";"VP COMERCIAL";"VENDAS";""
"1473";"EQUIPE COBRANCA SEDE";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2253";"DML - 68 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2658";"ROS - 371 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1794";"MG EQUIPE RECEBIMENTO - T1";"PRESIDENCIA";"LOGISTICA";""
"3093";"TMO - 141 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1760";"RS ENCARREGADO D&E - T1";"PRESIDENCIA";"LOGISTICA";""
"3527";"BA BOMBEIRO CIVIL";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3136";"DML - 37 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"127";"COORD BP CORPORATIVA";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"2529";"ROS - 327 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"999999996";"USO FUTURO N1";"1";"1";""
"2905";"TMO - 154 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3708";"ESPEC. COMERCIAL RX";"VP COMERCIAL";"COMERCIAL";""
"1680";"SUP PE 1";"VP COMERCIAL";"VENDAS";""
"1813";"MG EQUIPE GR";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"33";"COORD ADMINISTRACAO DE PESSOAL - FOLHA";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"1787";"PR EQUIPE D&E - T3";"PRESIDENCIA";"LOGISTICA";""
"202";"EQUIPE PROJETOS VAREJO 1";"VP VAREJO";"OPERACOES VAREJO";""
"2468";"DML - 624 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3651";"ENCARREGADO SAC VAREJO";"VP VAREJO";"MARKETING VAREJO";""
"3066";"TMO - 180 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3041";"TMO - 150 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2427";"DML - 44 - SUBGERENTE";"VP VAREJO";"OPERACOES VAREJO";""
"2948";"TMO - 157 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2338";"DML - 79 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3806";"COORD FINAN. - CONTAS A RECEBER";"PRESIDENCIA";"FINANCEIRO VAREJO";""
"228";"GER PLANEJAMENTO VENDAS";"VP COMERCIAL";"PLANEJAMENTO DE VENDAS";""
"2654";"ROS - 355 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3561";"DML - 638 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3063";"TMO - 160 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3247";"BA EQUIPE RECEBIMENTO - T2";"PRESIDENCIA";"LOGISTICA";""
"2435";"DML - 72 - SUBGERENTE";"VP VAREJO";"OPERACOES VAREJO";""
"2799";"ROS - 344 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3692";"SPI EQUIPE CGG";"PRESIDENCIA ";"CULTURA E GESTAO DE GENTE";""
"1671";"SUP SPI 2";"VP COMERCIAL";"VENDAS";""
"2956";"TMO - 105 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2739";"ROS - 403 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3503";"SUP BA 5";"VP COMERCIAL";"VP COMERCIAL";""
"3425";"GER PROJETOS 3";"PRESIDENCIA";"PRESIDENCIA";""
"2379";"DML - 12 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3236";"MG SUP FACILITIES";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3352";"DML - 622 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"94";"EQUIPE COORD TRIBUTARIA 1";"VP ESTRATEGIA E FINANCAS";"TRIBUTARIA E FISCAL";""
"999999998";"Filial Rio De Janeiro";"1";"1";""
"2232";"MG ENCARREGADO PRODUCAO - T2";"PRESIDENCIA";"LOGISTICA";""
"167";"EQUIPE MARKETING VAREJO 1";"VP VAREJO";"MARKETING VAREJO";""
"1486";"RJ ENCARREGADO GR 1";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"1679";"SUP REDES BA/SE";"VP COMERCIAL";"VENDAS";""
"3215";"EQUIPE ESPECIALISTA FARMA";"VP VAREJO";"MARKETING VAREJO";""
"1353";"EQUIPE PROJETOS";"PRESIDENCIA";"LOGISTICA";""
"2822";"TMO - 169 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"240";"SUPERINTENDENCIA CONTAS E REDES";"VP COMERCIAL";"VENDAS";""
"2111";"MT EQUIPE M&A QUALIDADE";"PRESIDENCIA";"LOGISTICA";""
"218";"DIRETORIA LOGISTICA";"PRESIDENCIA";"LOGISTICA";""
"2920";"TMO - 142 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1";"PRESIDENCIA";"PRESIDENCIA";"PRESIDENCIA";""
"2458";"DML - 67 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1670";"SUP SPI 1";"VP COMERCIAL";"VENDAS";""
"2884";"TMO - 147 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3269";"EQUIPE TRIBUTARIO";"VP ESTRATEGIA E FINANCAS";"JURIDICO";""
"3661";"ES ENC CRDK SPECIALTY";"VP SPECIALTY";"VP SPECIALTY";""
"2576";"ROS - 316 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2091";"COORD FACILITIES DIST";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3497";"ROS - 473 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES VAREJO";""
"3427";"EQUIPES SPC 5";"VP COMERCIAL";"VENDAS";""
"2933";"TMO - 105 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3061";"TMO - 141 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1938";"EQUIPES PR 3";"VP COMERCIAL";"VENDAS";""
"1373";"REVENUE MANAGEMENT EQUIPE";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"1934";"ES ENCARREGADO CRDK, M&A - CUSTOS - T1";"PRESIDENCIA";"LOGISTICA";""
"2154";"EQUIPE GESTAO COMERCIAL";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"3420";"COORD SISTEMAS VAREJO 1";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"216";"EQUIPE PROJETOS VAREJO 2";"VP VAREJO";"OPERACOES VAREJO";""
"2616";"ROS - 462 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"1379";"COMERCIAL OTC";"VP COMERCIAL";"COMERCIAL";""
"1947";"EQUIPES DF";"VP COMERCIAL";"VENDAS";""
"1743";"RS EQUIPE GPP";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"143";"EQUIPE GER TREINAMENTO VAREJO";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"1372";"GER REVENUE MANAGEMENT";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"1921";"ES EQUIPE M&A - T1";"PRESIDENCIA";"LOGISTICA";""
"1429";"SUP PRODUCAO TI";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"1633";"GER GO/DF";"VP COMERCIAL";"VENDAS";""
"1726";"DF ENCARREGADO CONFERENCIA - T3";"PRESIDENCIA";"LOGISTICA";""
"1434";"SUPERINTENDENCIA BP VAREJO";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"2471";"DML - 15 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1880";"BA ENCARREGADO PRODUCAO/ABASTECIMENTO - T1";"PRESIDENCIA";"LOGISTICA";""
"3466";"MT EQUIPE M&A PRODUCAO - T1";"PRESIDENCIA";"LOGISTICA";""
"3224";"EQUIPE REGIONAL ROSARIO VAREJO";"VP VAREJO";"OPERACOES VAREJO";""
"1595";"SPC ENCARREGADO CRDK/FOB - T2";"PRESIDENCIA";"LOGISTICA";""
"146";"EQUIPE PROJETOS 2";"PRESIDENCIA";"PRESIDENCIA";""
"3763";"DF EQUIPE GPP E GR SPECIALTY";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"1403";"EQUIPE GRO";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2793";"ROS - 325 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2129";"GER ARQUITETURA DE DADOS";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"2325";"DML - 613 - SUBGERENTE";"VP VAREJO";"OPERACOES VAREJO";""
"1464";"GER CREDITO";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3297";"SUPERINTENDENCIA PLANEJAMENTO LOGISTICO";"PRESIDENCIA";"LOGISTICA";""
"1489";"RJ EQUIPE GR 2";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2713";"ROS - 309 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"139";"EQUIPE BP VAREJO";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"3722";"BA EQUIPE SEPARACAO - T3";"PRESIDENCIA";"LOGISTICA";""
"2809";"ROS - 386 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2117";"CONTAS SPC";"VP COMERCIAL";"VENDAS";""
"2573";"ROS - 314 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"1688";"GER REGIONAL OPERACOES CO e MG";"PRESIDENCIA";"LOGISTICA";""
"3404";"ROS - 414 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2281";"DML - 74 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1575";"SPC ENCARREGADO ESTOQUE/QUALIDADE - T3";"PRESIDENCIA";"LOGISTICA";""
"3441";"EQUIPE MARKETING VAREJO E CONVENIO";"VP VAREJO";"MARKETING VAREJO";""
"3586";"ROS - 468 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2823";"TMO - 173 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1561";"RJ ENCARREGADO RECEBIMENTO - T1";"PRESIDENCIA";"LOGISTICA";""
"2047";"DIVISIONAL SP - EQUIPE";"VP COMERCIAL";"VENDAS";""
"3107";"EQUIPE CALL CENTER DF";"VP VAREJO";"OPERACOES LOJAS";""
"2511";"DML - 52 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1531";"RJ ENCARREGADO PICKING BAIXO - T2";"PRESIDENCIA";"LOGISTICA";""
"3272";"VP COMERCIAL";"VP COMERCIAL";"DISTRIBUICAO";""
"3126";"ROS - 324 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2885";"TMO - 154 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1559";"RJ ENCARREGADO BLOQ";"PRESIDENCIA";"LOGISTICA";""
"1431";"COORD SEGURANCA DA INFORMACAO";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"1819";"MG ENCARREGADO D&E - T3";"PRESIDENCIA";"LOGISTICA";""
"126";"COORD ATRACAO SELECAO VAREJO";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"1422";"EQUIPE SISTEMAS VAREJO";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"2452";"DML - 44 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2922";"TMO - 145 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2961";"TMO - 117 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"1772";"PR EQUIPE CUSTOS";"PRESIDENCIA";"LOGISTICA";""
"2437";"DML - 78 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"3175";"ROS - 376 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3491";"GER REDES RJ e CO";"VP COMERCIAL";"VENDAS";""
"1576";"SPC EQUIPE ESTOQUE/QUALIDADE - T3";"PRESIDENCIA";"LOGISTICA";""
"2460";"DML - 72 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"165";"EQUIPE MEX 1";"VP VAREJO";"MARKETING VAREJO";""
"2612";"ROS - 371 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2974";"TMO - 184 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2267";"DML - 84 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3537";"DML - 30 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2773";"ROS - 386 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1786";"PR ENCARREGADO D&E - T3";"PRESIDENCIA";"LOGISTICA";""
"999999";"MIGRAÇÃO";"1";"1";""
"36";"INATIVO";"";"";""
"2938";"TMO - 117 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3713";"EQUIPE COMPRAS";"VP SPECIALTY";"VP SPECIALTY";""
"1735";"DF EQUIPE MANUTENCAO PREDIAL";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"134";"DO - ENDOMARKETING";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"3018";"TMO - 113 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2262";"DML - 96 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2051";"SUP MT 2";"VP COMERCIAL";"VENDAS";""
"2711";"ROS - 461 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2144";"SUP CONTAS GO / DF";"VP COMERCIAL";"VENDAS";""
"3189";"COORD INTELIGENCIA DE MERCADO VAREJO";"VP VAREJO";"VP VAREJO";""
"2084";"RJ EQUIPE ADM AUTOMACAO";"PRESIDENCIA";"LOGISTICA";""
"1758";"RS ENCARREGADO CONFERENCIA - T3";"PRESIDENCIA";"LOGISTICA";""
"1876";"SE/BA SUP M&A";"PRESIDENCIA";"LOGISTICA";""
"3190";"EQUIPE INTELIGENCIA DE MERCADO VAREJO";"PRESIDENCIA";"SUPPLY CHAIN VAREJO";""
"125";"GER BP DISTRIBUICAO OPERACOES";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"178";"SUPERINTENDENCIA OPERACOES";"VP VAREJO";"OPERACOES VAREJO";""
"3711";"ESPEC. COMERCIAL OTC";"VP COMERCIAL";"COMERCIAL";""
"2670";"ROS - 322 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2965";"TMO - 127 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2272";"DML - 612 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2844";"TMO - 174 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2314";"DML - 39 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2563";"ROS - 374 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"1714";"DF ENCARREGADO PICKING/LOOP 1 E 2 - T1";"PRESIDENCIA";"LOGISTICA";""
"3177";"ROS - 407 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"1357";"EQUIPE PLANEJAMENTO LOGISTICO";"PRESIDENCIA";"LOGISTICA";""
"2595";"ROS - 302 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2849";"TMO - 193 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3062";"TMO - 151 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2002";"PLANEJAMENTO VENDAS EQUIPE";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"3667";"EQUIPE CGG SPECIALTY";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"1792";"MG EQUIPE M&A QUALIDADE";"PRESIDENCIA";"LOGISTICA";""
"2450";"DML - 29 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2741";"ROS - 417 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3535";"DML - 30 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3666";"EQUIPE CADASTRO SPECIALTY";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"3250";"GER GOVERNANCA COMERCIAL";"VP COMERCIAL";"COMERCIAL";""
"3015";"TMO - 188 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"174";"RX";"VP VAREJO";"COMERCIAL VAREJO";""
"2494";"DML - 52 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1920";"ES ENCARREGADO M&A - T3";"PRESIDENCIA";"LOGISTICA";""
"2987";"TMO - 125 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1532";"RJ EQUIPE PICKING BAIXO - T2";"PRESIDENCIA";"LOGISTICA";""
"3008";"TMO - 155 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3471";"PE EQUIPE DEVOLUCAO";"PRESIDENCIA";"LOGISTICA";""
"89";"EQUIPE AUDITORIA";"VP ESTRATEGIA E FINANCAS";"AUDITORIA E COMPLIANCE";""
"1740";"DF EQUIPE FATURAMENTO";"PRESIDENCIA";"LOGISTICA";""
"1829";"PE EQUIPE D&E TRANSPORTE";"PRESIDENCIA";"LOGISTICA";""
"2830";"TMO - 194 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"114";"EQUIPE CONTABIL VAREJO";"PRESIDENCIA";"FINANCEIRO VAREJO";""
"3475";"GER COMERCIAL NAO MEDICAMENTOS VAREJO";"VP VAREJO";"COMERCIAL VAREJO";""
"3329";"DML - 44 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2749";"ROS - 437 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2577";"ROS - 318 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"149";"DIRETORIA EXECUTIVA OPERACOES VAREJO";"VP VAREJO";"OPERACOES VAREJO";""
"3089";"TMO - 130 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2594";"ROS - 448 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2028";"SUP MG";"VP COMERCIAL";"VENDAS";""
"3660";"DF EQUIPE SPECIALTY";"VP SPECIALTY";"VP SPECIALTY";""
"1524";"RJ EQUIPE PICKING BAIXO - T1";"PRESIDENCIA";"LOGISTICA";""
"110";"FACILITIES";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"1619";"SPI EQUIPE FATURAMENTO";"PRESIDENCIA";"LOGISTICA";""
"3600";"GER CGG SPECIALTY";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"30";"GER CADASTRO";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"3563";"DML - 635 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"229";"GER EQUIPES EXCLUSIVAS";"VP COMERCIAL";"VENDAS";""
"3519";"MG LOCARFARMA ENCARREGADO";"PRESIDENCIA";"LOGISTICA";""
"1407";"PLANEJAMENTO VP CORP - BI";"VP CORPORATIVA";"CENTRO SERVICOS COMPARTILHADOS";""
"6";"DIRETORIA INOVACAO";"PRESIDENCIA";"INOVACAO";""
